feedback,sentiment_label,ratings,sentiment_desc,clean_text,text_length
Dr Sheela Chakravarthy is like mu family doctor. We always consult her regarding any issues of my family. Very gentle and kind. Nursing staffs are extremely helpful and on time. Everything went well. Thanks to doctor and her team.,1,5,Positive,dr sheela chakravarthy like mu family doctor always consult regarding issue family gentle kind nursing staff extremely helpful time everything went well thanks doctor team,25
Dr Naveen D is really experienced doctor . My mother's knee replacement done by him. He as done a good job. we are very satisfied with his team . thank you sir for your and team's outstanding care and support,1,5,Positive,dr naveen really experienced doctor mother knee replacement done done good job satisfied team thank sir team outstanding care support,20
Treatment by Dr Suresh Babu is very good. We have come for chemotherapy day care treatment. The services are excellent and we are very happy . Staffs are very cooperative and kind. Happy with Fortis.,1,4,Positive,treatment dr suresh babu good come chemotherapy day care treatment service excellent happy staff cooperative kind happy fortis,18
Dr. Manish Joshi and Dr. Shashikiran has treated my husband. The treated provided to him is very helpful for him to recover. Nursing staff are also very caring.,1,4,Positive,dr manish joshi dr shashikiran treated husband treated provided helpful recover nursing staff also caring,15
"My father had colorectal and gallbladder surgery performed by Dr. Shabbir Ahmad, and we were all impressed with his patience and attentive nature.",1,5,Positive,father colorectal gallbladder surgery performed dr shabbir ahmad impressed patience attentive nature,12
"Dr. Anil Kumar Anand Kustagi has provided amazing treatment that helped to recover soon. Nurses, particularly Teena had taken care of us very carefully.",1,5,Positive,dr anil kumar anand kustagi provided amazing treatment helped recover soon nurse particularly teena taken care u carefully,18
Savios music changed the mood and made the stress less. Thank you for the music. Thanks for Dr Nagabhusan sir And Dr Divya madam to supporting us.,1,4,Positive,savios music changed mood made stress le thank music thanks dr nagabhusan sir dr divya madam supporting u,18
"I am very impressed with Dr Narayan Hulse . Very caring, intelligent , compassionate towards his work. He had given me confidence to undergo bilateral knee replacement so I did and I am very happy with my decision. Great personality.",1,5,Positive,impressed dr narayan hulse caring intelligent compassionate towards work given confidence undergo bilateral knee replacement happy decision great personality,19
Dr Raju G H counselled treated for gallbladder stone. He is an excellent doctor with humanity. Nursing staffs in 6th floor are very caring. The process is very fast comparative to other hospitals.,1,4,Positive,dr raju g h counselled treated gallbladder stone excellent doctor humanity nursing staff th floor caring process fast comparative hospital,20
Dr Manisha Rajpal Singh She is very smart. We really appreciate her kindness and compasionate!,1,5,Positive,dr manisha rajpal singh smart really appreciate kindness compasionate,9
She hold the skill necessary for those who suffer with endometriosis. Her Flexibility to adapt to the treatment. She give us courage!,1,5,Positive,hold skill necessary suffer endometriosis flexibility adapt treatment give u courage,11
This feedback is the expression of my gratitude and experience which may be benefit for the patients and their families.,1,5,Positive,feedback expression gratitude experience may benefit patient family,8
"Hospital services are very good. Extremely well maintained Hospital with a terrific team of doctors with a humane approach towards patients, who leave no stone unturned for a patient and stand by you on the journey to recovery.",1,4,Positive,hospital service good extremely well maintained hospital terrific team doctor humane approach towards patient leave stone unturned patient stand journey recovery,21
"Overall had a very good experience and feel at home. Every staff have taken a great care of me. I'm very grateful to all the staff who has helped me recover, by treating me with utmost care.",1,5,Positive,overall good experience feel home every staff taken great care im grateful staff helped recover treating utmost care,18
